direction,layout,addr,floor,url,price,area,visit,style,publish,xiaoqu,lift,year,title,care
 东北 , 3室2厅 ,黄石路,中楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0003803562.html,396, 119.69平米 , 共0次带看 , 其他 , 19天以前发布,广州富力城  , 有电梯,2009年建塔楼 ,广州富力城 采光好 漂亮大三房 保养好,4人关注 
 东北 , 2室1厅 ,黄石路,中楼层(共17层),https://gz.lianjia.com/ershoufang/GZ0003280488.html,240, 81平米 , 共16次带看 , 其他 , 7个月以前发布,广州富力城  , 有电梯,2008年建塔楼 ,广州富力城 高层大两房 保养好,6人关注 
 南 , 3室2厅 ,黄石路,中楼层(共12层),https://gz.lianjia.com/ershoufang/GZ0002984253.html,272, 93.62平米 , 共21次带看 , 其他 , 一年前发布,广州富力城  , 有电梯,2008年建塔楼 ,广州富力城 装修保养好 两套打通户型,31人关注 
 南 , 5室2厅 ,黄石路,高楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0002989728.html,520, 106平米 , 共6次带看 , 其他 , 7个月以前发布,广州富力城  , 有电梯,2006年建塔楼 ,广州富力城 高层复式 装修好 采光好,6人关注 
 南 , 2室2厅 ,黄石路,中楼层(共12层),https://gz.lianjia.com/ershoufang/GZ0002984279.html,223, 79.9平米 , 共17次带看 , 其他 , 一年前发布,广州富力城  , 有电梯,2008年建塔楼 ,广州富力城 装修保养好 两套打通户型,36人关注 
 东北 , 3室2厅 ,黄石路,高楼层(共17层),https://gz.lianjia.com/ershoufang/GZ0003897841.html,360, 93平米 , 共0次带看 , 其他 , 5个月以前发布,广州富力城  , 有电梯,2010年建塔楼 ,广州富力城 复式4房 格局方正 保养好,1人关注 
 西北 , 2室2厅 ,区府,高楼层(共11层),https://gz.lianjia.com/ershoufang/GZ0003773412.html,300, 75.08平米 , 共2次带看 , 简装 , 26天以前发布,万科城市花园  , 有电梯,2003年建塔楼 ,万科城市花园 五号线物业 户型方正,7人关注 
 东南 , 3室2厅 ,区府,高楼层(共11层),https://gz.lianjia.com/ershoufang/GZ0003659761.html,415, 111平米 , 共2次带看 , 其他 , 2个月以前发布,万科城市花园  , 有电梯,2003年建塔楼 ,万科城市花园 东南向大三房 园景房,13人关注 
 南 北 , 4室2厅 ,区府,低楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0003258334.html,560, 143平米 , 共2次带看 , 其他 , 4个月以前发布,万科城市花园  , 有电梯,2003年建塔楼 ,万科城市花园 实用四房 跃式单位,4人关注 
 西南 , 4室2厅 ,区府,高楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0002761924.html,510, 86.77平米 , 共1次带看 , 精装 , 10个月以前发布,万科城市花园  , 有电梯,2003年建塔楼 ,万科城市花园 复式四房  交通便利,11人关注 
 南 , 4室2厅 ,区府,高楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0002954269.html,500, 89平米 , 共1次带看 , 精装 , 11个月以前发布,万科城市花园  , 有电梯,2003年建塔楼 ,万科城市花园 实用大四房 采光好,12人关注 
 南 北 , 3室2厅 ,区府,低楼层(共11层),https://gz.lianjia.com/ershoufang/GZ0002622937.html,450, 114平米 , 共0次带看 , 精装 , 一年前发布,万科城市花园  , 有电梯,2003年建塔楼 ,万科城市花园 舒适中层 周边配套完善,10人关注 
 南 北 , 3室2厅 ,区府,高楼层(共11层),https://gz.lianjia.com/ershoufang/GZ0002657422.html,420, 106.46平米 , 共19次带看 , 其他 , 11个月以前发布,万科城市花园  , 有电梯,2003年建塔楼 ,万科城市花园 南北对流 地铁口物业,26人关注 
 西南 , 3室1厅 ,区府,高楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0003393635.html,330, 90平米 , 共5次带看 , 其他 , 5个月以前发布,万科城市花园  , 有电梯,2003年建塔楼 ,万科城市花园 实用三房 装修保养好,22人关注 
 东北 , 3室1厅 ,区府,中楼层(共11层),https://gz.lianjia.com/ershoufang/GZ0003262048.html,370, 97平米 , 共2次带看 , 其他 , 7个月以前发布,万科城市花园  , 有电梯,2003年建塔楼 ,万科城市花园 大三房,3人关注 
 南 北 , 3室2厅 ,区府,中楼层(共11层),https://gz.lianjia.com/ershoufang/GZ0003807696.html,410, 107平米 , 共0次带看 , 其他 , 18天以前发布,万科城市花园  , 有电梯,2003年建塔楼 ,万科城市花园 南北对流 双阳,5人关注 
 东北 , 3室2厅 ,区府,中楼层(共11层),https://gz.lianjia.com/ershoufang/GZ0003926264.html,365, 98.23平米 , 共0次带看 , 其他 , 30天以前发布,万科城市花园  , 有电梯,2003年建塔楼 ,万科城市花园 精致三房  中楼层,4人关注 
 东 , 4室2厅 ,黄石路,高楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0003632074.html,500, 151.04平米 , 共0次带看 , 其他 , 1个月以前发布,广州富力城  , 有电梯,2005年建塔楼 ,广州富力城 高层大四房 户型方正 采光通,6人关注 
 南 , 3室2厅 ,黄石路,低楼层(共17层),https://gz.lianjia.com/ershoufang/GZ0003639112.html,260, 86.32平米 , 共8次带看 , 其他 , 1个月以前发布,广州富力城  , 有电梯,2008年建塔楼 ,广州富力城 南向小三房 精装修,17人关注 
 东北 , 3室2厅 ,黄石路,高楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0003660111.html,400, 124平米 , 共0次带看 , 其他 , 1个月以前发布,广州富力城  , 有电梯,2005年建塔楼 ,广州 富力城 安静舒适 三房两卫,5人关注 
 北 , 4室2厅 ,黄石路,高楼层(共12层),https://gz.lianjia.com/ershoufang/GZ0003381050.html,365, 94.1平米 , 共0次带看 , 其他 , 3个月以前发布,广州富力城  , 有电梯,2008年建塔楼 ,广州富力城 望花园 复式,8人关注 
 南 , 2室1厅 ,黄石路,高楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0003917042.html,230, 77平米 , 共5次带看 , 其他 , 1个月以前发布,广州富力城  , 有电梯,2009年建塔楼 ,富力城 温馨两房 保养好,5人关注 
 北 , 3室2厅 ,黄石路,低楼层(共12层),https://gz.lianjia.com/ershoufang/GZ0002942731.html,280, 95.88平米 , 共12次带看 , 其他 , 8个月以前发布,广州富力城  , 有电梯,2008年建塔楼 ,广州富力城 采光好 温馨宜居 家电齐,31人关注 
 西南 , 2室2厅 ,黄石路,低楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0002780138.html,260, 89平米 , 共10次带看 , 简装 , 10个月以前发布,广州富力城  , 有电梯,2005年建塔楼 ,广州富力城大两房西南向,18人关注 
 西北 , 2室2厅 ,黄石路,高楼层(共17层),https://gz.lianjia.com/ershoufang/GZ0002990381.html,220, 81平米 , 共5次带看 , 其他 , 7个月以前发布,广州富力城  , 有电梯,2008年建塔楼 ,富力城 中高层实用两房 保养好 格局方正,17人关注 
 北 , 3室1厅 ,黄石路,低楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0003758163.html,270, 94平米 , 共0次带看 , 其他 , 1个月以前发布,广州富力城  , 有电梯,2009年建塔楼 ,广州富力城 精装三房 保养好,7人关注 
 南 , 2室2厅 ,黄石路,中楼层(共16层),https://gz.lianjia.com/ershoufang/GZ0003921187.html,234, 78平米 , 共0次带看 , 其他 , 3天以前发布,广州富力城  , 有电梯,2007年建塔楼 ,广州富力城 高层南向 实用两房,1人关注 
 东南 , 3室2厅 ,黄石路,中楼层(共16层),https://gz.lianjia.com/ershoufang/GZ0003921258.html,276, 92平米 , 共0次带看 , 其他 , 3天以前发布,广州富力城  , 有电梯,2007年建塔楼 ,广州富力城 东南望湖 两套打通户型,2人关注 
 东南 , 2室2厅 ,黄石路,高楼层(共16层),https://gz.lianjia.com/ershoufang/GZ0003923264.html,234, 78平米 , 共0次带看 , 其他 , 3天以前发布,广州富力城  , 有电梯,2007年建塔楼 ,广州富力城 东南高层望湖 两套打通户型,1人关注 
 西北 , 3室2厅 ,黄石路,高楼层(共16层),https://gz.lianjia.com/ershoufang/GZ0003880224.html,298, 92.95平米 , 共0次带看 , 其他 , 11天以前发布,广州富力城  , 有电梯,2007年建塔楼 ,钻石位 带入户小三房 高层,2人关注 
 东南 , 3室2厅 ,黄石路,高楼层(共16层),https://gz.lianjia.com/ershoufang/GZ0003921230.html,276, 92平米 , 共0次带看 , 其他 , 1个月以前发布,广州富力城  , 有电梯,2007年建塔楼 ,广州富力城 东南向 望湖单位,2人关注 
 南 北 , 3室2厅 ,市桥,低楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0003589269.html,300, 91.31平米 , 共51次带看 , 其他 , 1个月以前发布,尚东尚筑  , 有电梯,2008年建塔楼 ,尚东尚筑 原始户型三房，三房改两房 南北,25人关注 
 南 , 1室1厅 ,市桥,低楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0002993285.html,160, 52.81平米 , 共38次带看 , 其他 , 7个月以前发布,尚东尚筑  , 有电梯,2008年建塔楼 ,尚东尚筑物业 小区管理.电梯中层,44人关注 
 北 , 3室1厅 ,市桥,低楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0002993316.html,268, 88.14平米 , 共61次带看 , 毛坯 , 7个月以前发布,尚东尚筑  , 有电梯,2008年建塔楼 ,尚东尚筑物业 小区管理.电梯中层南向,61人关注 
 南 北 , 3室2厅 ,市桥,高楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0003452570.html,320, 88.45平米 , 共11次带看 , 其他 , 2个月以前发布,尚东尚筑  , 有电梯,2008年建塔楼 ,尚东尚筑 电梯高层单位,13人关注 
 南 北 , 4室2厅 ,市桥,高楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0003663798.html,340, 96.75平米 , 共8次带看 , 其他 , 31天以前发布,尚东尚筑  , 有电梯,2008年建塔楼 ,尚东尚筑 电梯高层 装修保养好,19人关注 
 东南 , 4室2厅 ,市桥,高楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0003781521.html,518, 148平米 , 共1次带看 , 其他 , 26天以前发布,尚东尚筑  , 有电梯,2008年建塔楼 ,尚东精装4+1户型 格局方正 南北向,6人关注 
 南 北 , 3室2厅 ,市桥,高楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0003806778.html,330, 91平米 , 共1次带看 , 毛坯 , 19天以前发布,尚东尚筑  , 有电梯,2008年建塔楼 ,尚东尚筑 原始户型三房，三房两厅 南北向,9人关注 
 东北 , 3室2厅 ,市桥,低楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0002992619.html,278, 86.16平米 , 共29次带看 , 其他 , 7个月以前发布,尚东尚筑  , 有电梯,2008年建塔楼 ,尚东尚筑 电梯三房 采光不错,47人关注 
 北 , 3室2厅 ,市桥,高楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0003817945.html,335, 90.5平米 , 共0次带看 , 其他 , 18天以前发布,尚东尚筑  , 有电梯,2008年建塔楼 ,尚东尚筑 标准三房 楼层好,4人关注 
 南 北 , 3室2厅 ,市桥,低楼层(共15层),https://gz.lianjia.com/ershoufang/GZ0003031019.html,305, 87.79平米 , 共9次带看 , 其他 , 7个月以前发布,尚东尚筑  , 有电梯,2011年建塔楼 ,尚东尚筑 望园景 精装修 即可入住,42人关注 
 南 北 , 3室2厅 ,市桥,低楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0003376449.html,328, 100.2平米 , 共8次带看 , 其他 , 2个月以前发布,尚东尚筑  , 有电梯,2008年建塔楼 ,尚东尚筑 南北对流三房 送15方入户花园,33人关注 
 南 , 1室1厅 ,市桥,中楼层(共17层),https://gz.lianjia.com/ershoufang/GZ0003844472.html,130, 40.33平米 , 共2次带看 , 精装 , 11天以前发布,尚东尚筑  , 有电梯,2008年建塔楼 ,尚东尚筑 一房,14人关注 
 南 北 , 5室2厅 ,市桥,高楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0003076513.html,470, 129.08平米 , 共9次带看 , 其他 , 6个月以前发布,尚东尚筑  , 有电梯,2008年建塔楼 ,尚东尚筑 电梯两层复式 5房 装修漂亮,19人关注 
 南 , 3室2厅 ,市桥,中楼层(共15层),https://gz.lianjia.com/ershoufang/GZ0003662463.html,320, 86.27平米 , 共3次带看 , 精装 , 2个月以前发布,尚东尚筑  , 有电梯,2011年建塔楼 ,尚东尚筑 南向三房 电梯中层,11人关注 
 南 , 2室2厅 ,市桥,中楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0003814193.html,280, 80平米 , 共3次带看 , 精装 , 24天以前发布,尚东尚筑  , 有电梯,2008年建塔楼 ,尚东尚筑 高楼层南向 装修保养好,10人关注 
 南 , 3室2厅 ,市桥,高楼层(共15层),https://gz.lianjia.com/ershoufang/GZ0003818971.html,305, 87.76平米 , 共1次带看 , 精装 , 15天以前发布,尚东尚筑  , 有电梯,2011年建塔楼 ,尚东精装 格局方正 采光好,18人关注 
 南 , 2室2厅 ,市桥,低楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0002942080.html,267.9, 89.3平米 , 共3次带看 , 精装 , 8个月以前发布,尚东尚筑  , 有电梯,2008年建塔楼 ,尚东尚筑双证物业 精装修 电梯高层南向,50人关注 
 南 北 , 4室2厅 ,市桥,高楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0003278489.html,163.2, 53平米 , 共2次带看 , 其他 , 3个月以前发布,尚东尚筑  , 有电梯,2008年建塔楼 ,尚东尚筑双证物业 精装修 电梯高层楼房,71人关注 
 南 北 , 4室2厅 ,市桥,高楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0003278494.html,266.9, 86.74平米 , 共2次带看 , 其他 , 3个月以前发布,尚东尚筑  , 有电梯,2008年建塔楼 ,尚东尚筑双证物业 精装修 电梯高层楼房,41人关注 
 南 北 , 4室2厅 ,市桥,高楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0003105370.html,495, 141平米 , 共2次带看 , 其他 , 6个月以前发布,尚东尚筑  , 有电梯,2008年建塔楼 ,尚东尚筑精装修 南北通透 带车位出售,4人关注 
 南 , 4室2厅 ,市桥,低楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0003586483.html,470, 142.2平米 , 共1次带看 , 毛坯 , 3个月以前发布,尚东尚筑  , 有电梯,2008年建塔楼 ,尚东尚筑南向4房  户型实用,4人关注 
 南 , 2室2厅 ,市桥,低楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0002942075.html,162.9, 54.3平米 , 共2次带看 , 其他 , 8个月以前发布,尚东尚筑  , 有电梯,2008年建塔楼 ,尚东尚筑双证物业 精装修 电梯高层南向,196人关注 
 南 , 4室2厅 ,市桥,中楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0003377856.html,530, 152.54平米 , 共1次带看 , 精装 , 2个月以前发布,尚东尚筑  , 有电梯,2008年建塔楼 ,尚东精装N+1户型 格局方正 南向,9人关注 
 南 北 , 3室2厅 ,市桥,高楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0003508181.html,324.5, 90.13平米 , 共0次带看 , 其他 , 2个月以前发布,尚东尚筑  , 有电梯,2008年建塔楼 ,尚东尚筑 电梯复式 装修精美,23人关注 
 南 北 , 4室2厅 ,市桥,高楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0003614671.html,380, 98.09平米 , 共0次带看 , 简装 , 1个月以前发布,尚东尚筑  , 有电梯,2008年建塔楼 ,尚东尚筑 电梯复式 装修精美,21人关注 
 西南 , 4室2厅 ,市桥,高楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0003276266.html,380, 95.49平米 , 共0次带看 , 其他 , 4个月以前发布,尚东尚筑  , 有电梯,2008年建塔楼 ,尚东尚筑 4房格局,9人关注 
 南 , 4室2厅 ,市桥,低楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0003333694.html,480, 142平米 , 共0次带看 , 其他 , 3个月以前发布,尚东尚筑  , 有电梯,2008年建塔楼 ,"尚东尚筑 大四房,南向",9人关注 
 南 北 , 4室2厅 ,市桥,中楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0003880485.html,159, 53.26平米 , 共0次带看 , 其他 , 6个月以前发布,尚东尚筑  , 有电梯,2008年建塔楼 ,"双证物业,与另一套3房打通,共4房 南北",6人关注 
 南 北 , 4室2厅 ,市桥,中楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0003880487.html,265, 88.37平米 , 共0次带看 , 其他 , 6个月以前发布,尚东尚筑  , 有电梯,2008年建塔楼 ,"双证物业,与另一套1房打通,共4房 南北",2人关注 
 东北 , 4室2厅 ,区府,高楼层(共26层),https://gz.lianjia.com/ershoufang/GZ0002267111.html,566, 148平米 , 共34次带看 , 精装 , 一年前发布,黄埔花园  , 有电梯,2011年建塔楼 ,黄埔花园 4室2厅 566万,56人关注 
 北 , 3室2厅 ,区府,中楼层(共30层),https://gz.lianjia.com/ershoufang/GZ0003813144.html,390, 91.7平米 , 共14次带看 , 其他 , 17天以前发布,黄埔花园  , 有电梯,2011年建塔楼 ,黄埔花园 精装三房 高楼层 光线好,13人关注 
 南 , 2室1厅 ,区府,高楼层(共11层),https://gz.lianjia.com/ershoufang/GZ0003338140.html,360, 87.5平米 , 共22次带看 , 其他 , 4个月以前发布,黄埔花园  , 有电梯,2011年建塔楼 ,黄埔花园 南向两房 装修保养好,15人关注 
 东北 , 3室2厅 ,区府,中楼层(共25层),https://gz.lianjia.com/ershoufang/GZ0003574549.html,390, 91.4平米 , 共4次带看 , 精装 , 9个月以前发布,黄埔花园  , 有电梯,2011年建塔楼 ,黄埔花园 方正三房望花园 安静不吵,16人关注 
 北 , 1室1厅 ,区府,高楼层(共25层),https://gz.lianjia.com/ershoufang/GZ0003177000.html,295, 61.44平米 , 共2次带看 , 其他 , 5个月以前发布,黄埔花园  , 有电梯,2011年建塔楼 ,东南向 黄埔花园 一房一厅 装修好,9人关注 
 南 , 3室2厅 ,区府,低楼层(共24层),https://gz.lianjia.com/ershoufang/GZ0003890992.html,400, 93.5平米 , 共0次带看 , 其他 , 6天以前发布,黄埔花园  , 有电梯,2011年建塔楼 ,黄埔花园 中层三房 格局方正,8人关注 
 南 , 3室2厅 ,区府,高楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0003823463.html,540, 115.72平米 , 共5次带看 , 其他 , 18天以前发布,黄埔花园  , 有电梯,2011年建塔楼 ,黄埔花园 南向三房 装修保养好,8人关注 
 南 , 3室1厅 ,区府,低楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0003830429.html,510, 115平米 , 共0次带看 , 简装 , 13天以前发布,黄埔花园  , 有电梯,2011年建塔楼 ,黄埔花园 南向三房 装修保养,3人关注 
 西北 , 3室2厅 ,区府,高楼层(共24层),https://gz.lianjia.com/ershoufang/GZ0003841504.html,390, 90.18平米 , 共2次带看 , 简装 , 12天以前发布,黄埔花园  , 有电梯,2011年建塔楼 ,黄埔花园 高层三房 格局方正 保养好,8人关注 
 北 , 2室2厅 ,区府,低楼层(共11层),https://gz.lianjia.com/ershoufang/GZ0003329840.html,305, 77.99平米 , 共39次带看 , 精装 , 3个月以前发布,黄埔花园  , 有电梯,2011年建塔楼 ,黄埔花园 北向两房 格局方正,17人关注 
 东南 , 1室1厅 ,区府,低楼层(共24层),https://gz.lianjia.com/ershoufang/GZ0003838100.html,260, 62.13平米 , 共2次带看 , 精装 , 12天以前发布,黄埔花园  , 有电梯,2011年建塔楼 ,黄埔花园 精装一房一厅 格局方正,7人关注 
 西北 , 1室2厅 ,区府,中楼层(共24层),https://gz.lianjia.com/ershoufang/GZ0003889715.html,260, 61.39平米 , 共1次带看 , 精装 , 6天以前发布,黄埔花园  , 有电梯,2011年建塔楼 ,黄埔花园 一房一厅  高层望花园 有地铁,5人关注 
 南 , 4室2厅 ,区府,高楼层(共30层),https://gz.lianjia.com/ershoufang/GZ0003016644.html,700, 138平米 , 共35次带看 , 其他 , 7个月以前发布,黄埔花园  , 有电梯,2011年建塔楼 ,黄埔花园 南向高层 江景四房 送车位,39人关注 
 东南 , 3室2厅 ,区府,低楼层(共24层),https://gz.lianjia.com/ershoufang/GZ0003799126.html,420, 90.81平米 , 共2次带看 , 其他 , 21天以前发布,黄埔花园  , 有电梯,2011年建塔楼 ,黄埔花园 南向三房 格局方正 保养好,5人关注 
 北 , 3室2厅 ,区府,低楼层(共30层),https://gz.lianjia.com/ershoufang/GZ0003813194.html,400, 91.2平米 , 共2次带看 , 其他 , 17天以前发布,黄埔花园  , 有电梯,2011年建塔楼 ,黄埔花园 精装三房 格局方正,4人关注 
 北 , 1室2厅 ,区府,高楼层(共25层),https://gz.lianjia.com/ershoufang/GZ0002805617.html,255, 61.45平米 , 共91次带看 , 其他 , 9个月以前发布,黄埔花园  , 有电梯,2011年建塔楼 ,黄埔花园 北向高层一房2厅 格局方正,19人关注 
 东南 , 3室2厅 ,区府,低楼层(共20层),https://gz.lianjia.com/ershoufang/GZ0003491829.html,410, 90.09平米 , 共16次带看 , 简装 , 2个月以前发布,黄埔花园  , 有电梯,2011年建塔楼 ,黄埔花园，精装修 东南向三房,20人关注 
 北 , 3室2厅 ,区府,高楼层(共26层),https://gz.lianjia.com/ershoufang/GZ0003184823.html,580, 148平米 , 共5次带看 , 其他 , 一年前发布,黄埔花园  , 有电梯,2011年建塔楼 ,黄埔花园 新出景观房 位置好3+1户型,13人关注 
 西北 , 3室2厅 ,区府,中楼层(共23层),https://gz.lianjia.com/ershoufang/GZ0003779566.html,405, 90.09平米 , 共4次带看 , 精装 , 23天以前发布,黄埔花园  , 有电梯,2011年建塔楼 ,黄埔花园 中高层三房 格局方正 保养好,7人关注 
 南 , 2室2厅 ,区府,中楼层(共14层),https://gz.lianjia.com/ershoufang/GZ0003813781.html,350, 89平米 , 共4次带看 , 其他 , 16天以前发布,黄埔花园  , 有电梯,2011年建塔楼 ,黄埔花园 方正两房 南向,14人关注 
 南 , 2室1厅 ,区府,中楼层(共16层),https://gz.lianjia.com/ershoufang/GZ0003830927.html,370, 85平米 , 共1次带看 , 简装 , 13天以前发布,黄埔花园  , 有电梯,2011年建塔楼 ,黄埔花园，精装修两房，南向,2人关注 
 东北 , 2室1厅 ,区府,高楼层(共14层),https://gz.lianjia.com/ershoufang/GZ0003835927.html,350, 82.44平米 , 共1次带看 , 精装 , 12天以前发布,黄埔花园  , 有电梯,2011年建塔楼 ,黄埔花园 中高层两房 采光通风好,2人关注 
 东南 , 2室2厅 ,区府,低楼层(共24层),https://gz.lianjia.com/ershoufang/GZ0003883000.html,400, 93平米 , 共1次带看 , 其他 , 12天以前发布,黄埔花园  , 有电梯,2011年建塔楼 ,黄埔花园 精装两房 格局方正,7人关注 
 北 , 2室1厅 ,区府,高楼层(共16层),https://gz.lianjia.com/ershoufang/GZ0003763979.html,320, 64平米 , 共2次带看 , 精装 , 2个月以前发布,黄埔花园  , 有电梯,2011年建塔楼 ,黄埔花园，精装修两房大平台,13人关注 
 北 , 2室2厅 ,区府,低楼层(共30层),https://gz.lianjia.com/ershoufang/GZ0003376088.html,315, 81.97平米 , 共10次带看 , 其他 , 4个月以前发布,黄埔花园  , 有电梯,2011年建塔楼 ,黄埔花园 精装两房 采光好 方正实用,10人关注 
 西 , 3室1厅 ,区府,中楼层(共25层),https://gz.lianjia.com/ershoufang/GZ0003398031.html,468, 96平米 , 共6次带看 , 其他 , 2个月以前发布,黄埔花园  , 有电梯,2011年建塔楼 ,黄埔花园 电梯三房 南北通透 户型方正,5人关注 
 南 , 4室2厅 ,区府,中楼层(共30层),https://gz.lianjia.com/ershoufang/GZ0003112332.html,680, 142平米 , 共11次带看 , 其他 , 一年前发布,黄埔花园  , 有电梯,2011年建塔楼 ,黄埔花园  南向4房 视野好 望园内,21人关注 
 南 , 2室2厅 ,区府,中楼层(共11层),https://gz.lianjia.com/ershoufang/GZ0003925521.html,355, 87平米 , 共0次带看 , 其他 , 3天以前发布,黄埔花园  , 有电梯,2011年建塔楼 ,黄埔花园 南向两房 装修保养,4人关注 
 南 , 3室2厅 ,区府,低楼层(共11层),https://gz.lianjia.com/ershoufang/GZ0003391674.html,520, 122平米 , 共3次带看 , 简装 , 10个月以前发布,黄埔花园  , 有电梯,2011年建塔楼 ,黄埔花园 南向大3房 户型方正 地铁口物,13人关注 
 南 , 3室2厅 ,市桥,中楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0003398775.html,320, 90.77平米 , 共5次带看 , 其他 , 2个月以前发布,尚东尚筑  , 有电梯,2008年建塔楼 ,尚东尚筑精致小三方 南北对流,13人关注 
 西 , 1室1厅 ,市桥,中楼层(共15层),https://gz.lianjia.com/ershoufang/GZ0003095613.html,175, 52平米 , 共6次带看 , 简装 , 9个月以前发布,尚东尚筑  , 有电梯,2011年建塔楼 ,尚东尚筑 住宅产权 精装1房1厅 过五年,32人关注 
 南 北 , 1室1厅 ,市桥,中楼层(共17层),https://gz.lianjia.com/ershoufang/GZ0003849765.html,169.2, 62.66平米 , 共2次带看 , 其他 , 14天以前发布,尚东尚筑  , 有电梯,2008年建塔楼 ,尚东尚筑 刚需两房,15人关注 
 东北 , 3室2厅 ,市桥,高楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0003377365.html,295, 85.71平米 , 共5次带看 , 精装 , 2个月以前发布,尚东尚筑  , 有电梯,2008年建塔楼 ,尚东尚筑 N+1户型 精装实用三房,15人关注 
 东北 , 3室2厅 ,市桥,低楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0003312699.html,310, 86平米 , 共5次带看 , 其他 , 3个月以前发布,尚东尚筑  , 有电梯,2008年建塔楼 ,尚东尚筑 N+1户型 精装三房,4人关注 
 南 北 , 3室2厅 ,市桥,高楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0003773265.html,310, 90.91平米 , 共3次带看 , 其他 , 3个月以前发布,尚东尚筑  , 有电梯,2008年建塔楼 ,"尚东尚筑 标准三房,南北向",9人关注 
 北 , 3室2厅 ,市桥,低楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0003338343.html,300, 88.8平米 , 共4次带看 , 简装 , 3个月以前发布,尚东尚筑  , 有电梯,2008年建塔楼 ,尚东尚筑 N+1户型 精装三房,15人关注 
 北 , 2室1厅 ,市桥,中楼层(共17层),https://gz.lianjia.com/ershoufang/GZ0003480396.html,180, 60平米 , 共1次带看 , 精装 , 2个月以前发布,尚东尚筑  , 有电梯,2008年建塔楼 ,尚东尚筑 电梯两房 精装修,55人关注 
 南 北 , 4室2厅 ,市桥,中楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0003330548.html,285, 90.83平米 , 共1次带看 , 精装 , 3个月以前发布,尚东尚筑  , 有电梯,2008年建塔楼 ,尚东尚筑 双证物业 四房单位,14人关注 
 北 , 2室2厅 ,区府,低楼层(共13层),https://gz.lianjia.com/ershoufang/GZ0003796376.html,310, 83平米 , 共0次带看 , 精装 , 1个月以前发布,黄埔花园  , 有电梯,2011年建塔楼 ,黄埔花园，精装修两房，采光通风好,5人关注 
 北 , 2室2厅 ,区府,低楼层(共18层),https://gz.lianjia.com/ershoufang/GZ0003317967.html,350, 87平米 , 共0次带看 , 其他 , 4个月以前发布,黄埔花园  , 有电梯,2011年建塔楼 ,黄埔花园 电梯两房 户型方正,4人关注 
 西北 , 3室2厅 ,区府,中楼层(共25层),https://gz.lianjia.com/ershoufang/GZ0003244767.html,450, 95.68平米 , 共0次带看 , 其他 , 4个月以前发布,黄埔花园  , 有电梯,2011年建塔楼 ,黄埔花园 精装修三房 安静不吵,7人关注 
 北 , 3室2厅 ,区府,低楼层(共30层),https://gz.lianjia.com/ershoufang/GZ0002989704.html,400, 92平米 , 共6次带看 , 其他 , 7个月以前发布,黄埔花园  , 有电梯,2011年建塔楼 ,黄埔花园 正规三房 装修好,22人关注 
